SectorName,SectorName_labelled,MajorsubgroupOccupation_labelled,outsourcing_status,n,Frequency,avg_income,wtd_avg_income,N,Sum,perc
19,Public Administration And Defence; Compulsory Social Security,Corporate Managers And Directors,Not outsourced,54,50.10835175633187,23.53809935292751,23.50107221545342,55,51.05682908294972,98.1423105514898
19,Public Administration And Defence; Compulsory Social Security,Corporate Managers And Directors,Outsourced,1,0.9484773266178472,21.485573971761816,21.485573971761816,55,51.05682908294972,1.8576894485102062
19,Public Administration And Defence; Compulsory Social Security,"Culture, Media And Sports Occupations",Not outsourced,4,2.974719147081119,17.890270315814675,18.04671960156801,4,2.974719147081119,100
19,Public Administration And Defence; Compulsory Social Security,Customer Service Occupations,Not outsourced,21,20.82434320343979,17.878640314283132,18.654596587350195,23,22.830473518124748,91.21292726104728
19,Public Administration And Defence; Compulsory Social Security,Customer Service Occupations,Outsourced,2,2.006130314684958,13.992722003771727,13.659692603959286,23,22.830473518124748,8.78707273895271
19,Public Administration And Defence; Compulsory Social Security,Elementary Administration And Service Occupations,Not outsourced,17,17.340041471570995,15.134158532923562,15.117655310815543,22,25.336517803747967,68.4389291609991
19,Public Administration And Defence; Compulsory Social Security,Elementary Administration And Service Occupations,Outsourced,5,7.99647633217697,16.811517130390058,12.874765343747763,22,25.336517803747967,31.561070839000898
19,Public Administration And Defence; Compulsory Social Security,Elementary Trades And Related Occupations,Not outsourced,1,0.7722766992973323,17.446932247746435,17.446932247746435,1,0.7722766992973323,100
19,Public Administration And Defence; Compulsory Social Security,Health And Social Care Associate Professionals,Not outsourced,23,21.180214815892786,17.96380442353678,17.788358015759613,25,23.331432724025444,90.77974364635803
19,Public Administration And Defence; Compulsory Social Security,Health And Social Care Associate Professionals,Outsourced,2,2.151217908132657,16.718462246777165,18.01866113337613,25,23.331432724025444,9.220256353641968
19,Public Administration And Defence; Compulsory Social Security,Health Professionals,Not outsourced,1,0.7823157594840583,20.626151012891345,20.626151012891345,1,0.7823157594840583,100
19,Public Administration And Defence; Compulsory Social Security,"Leisure, Travel And Related Personal Service Occupations",Not outsourced,3,3.3559307908192415,18.6871721969134,20.489263591907648,7,6.373395184787795,52.655306842250646
19,Public Administration And Defence; Compulsory Social Security,"Leisure, Travel And Related Personal Service Occupations",Outsourced,4,3.0174643939685537,13.856182511648502,14.151025979715202,7,6.373395184787795,47.34469315774935
19,Public Administration And Defence; Compulsory Social Security,NA,Not outsourced,1,2.4934609383806987,16.832495478904317,16.832495478904317,1,2.4934609383806987,100
19,Public Administration And Defence; Compulsory Social Security,Other Managers And Proprietors,Not outsourced,5,3.5721973949129753,22.52757409925191,22.307223666827493,6,4.390126988668813,81.36888532229332
